,page_content,metadata
93,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > A. Experiment result
Type: text
Content:
TABLE V: Table of ablation impact of each proposed method on the overall results. The symbols ""-"" and  $\checkmark$  indicate that the method was not used and was used, respectively.  
","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'A. Experiment result', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
94,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > A. Experiment result
Type: text
Content:
improvement in most models, including a 2.7% mAP gain in YOLOv9-s and a 1.6% top-1 accuracy boost in MobileNetV1. It also outperforms Damping Loss by over 1% at 4 bits and 2% at 3 bits. Unlike Per-Channel Quantization and RedYolo, our method avoids extra channel-wise parameters","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'A. Experiment result', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
95,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > A. Experiment result
Type: text
Content:
Unlike Per-Channel Quantization and RedYolo, our method avoids extra channel-wise parameters, maintaining compatibility with hardware accelerators while achieving better overall performance.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'A. Experiment result', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
96,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > A. Experiment result
Type: table
Content:
Bảng này trình bày kết quả đánh giá hiệu năng của các mô hình khác nhau (YOLOX-T, YOLOv8-n, YOLOv9-t, YOLOv9-s, MobileNetV1, MobileNetV2, EffictionNet-B0, MobileNeXt-x1.4) trên hai tác vụ: Object Detection (OD) và Classification (CLS). Hiệu năng được đo lường bằng chỉ số FP (False Positive) và so sánh với các phương pháp lượng tử hóa khác nhau như 4a4w và 3a3w, cũng như các kỹ thuật như LSQ, PerChannel, Damp, RedYolo và phương pháp Ours. Các giá trị số thể hiện mức độ lỗi hoặc độ chính xác tùy thuộc vào ngữ cảnh của chỉ số FP và các phương pháp so sánh.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'A. Experiment result', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'table', 'full_context': '| Task | Model           | FP   | LSQ [11] |      | PerChannel [3] |      | Damp [8] |      | RedYolo [7] |      | Ours        |      |\n|------|-----------------|------|----------|------|----------------|------|----------|------|-------------|------|-------------|------|\n|      |                 |      | 4a4w     | 3a3w | 4a4w           | 3a3w | 4a4w     | 3a3w | 4a4w        | 3a3w | 4a4w        | 3a3w |\n|      | YOLOX-T         | 32.8 | 27.5     | 21.3 | 28.2           | 22.1 | 28.5     | 22.7 | 28.1        | 23.6 | 29.3        | 24.8 |\n| OD   | YOLOv8-n        | 37.3 | 32.1     | 27.9 | 32.4           | 27.5 | 32.9     | 29.3 | 33.3        | 28.4 | 34.2        | 30.1 |\n| OD   | YOLOv9-t        | 38.3 | 31.8     | 26.8 | 32.8           | 28.7 | 32.4     | 29.0 | 33.6        | 27.3 | 34.1        | 29.7 |\n|      | YOLOv9-s        | 46.8 | 41.8     | 38.1 | 42.2           | 38.1 | 43.1     | 38.5 | 42.6        | 39.2 | 44.5        | 41.9 |\n|      | MobileNetV1     | 70.6 | 67.6     | 64.7 | 67.7           | 65.2 | 68.2     | 65.7 | 68.7        | 66.1 | 69.2        | 66.6 |\n| CLS  | MobileNetV2     | 72.0 | 69.5     | 65.3 | 70.5           | 67.9 | 70.6     | 67.8 | 70.4        | 67.6 | 71.1        | 68.2 |\n|      | EffictionNet-B0 | 77.1 | 75.9     | 73.2 | 76.3           | 73.4 | 76.1     | 73.5 | 75.6        | 73.1 | 76.4        | 74.1 |\n|      | MobileNeXt-x1.4 | 76.1 | 74.3     | 71.8 | 74.2           | 71.8 | 74.9     | 72.0 | 74.7        | 72.3 | <b>75.1</b> | 72.8 |  \n'}"
97,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > A. Experiment result
Type: table
Content:
Bảng này so sánh hiệu suất của các mô hình học máy khác nhau, bao gồm các kiến trúc phổ biến như MobileNet (V1, V2, V3), MobileNeXt, EffictionNet, ShuffleNet, Resnet, SE-ResNet, và VGG-16. Các chỉ số được đánh giá bao gồm số lượng tham số (Param - M), độ chính xác (Acc.), và hiệu suất theo các phương pháp khác nhau (Method: 4A4W, 3A3W, 69.2, 70.6, 71.1, 72.0, 73.7, 75.1, 76.4, 67.9, 68.6, 76.0, 72.5). Mô hình Wiodei với thông số ""raram (wi)"" và ""Acc."" cũng được liệt kê.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'A. Experiment result', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'table', 'full_context': '| Model                 | Param (M)  | Acc. | Method |      |  |\n|-----------------------|------------|------|--------|------|--|\n| Wiodei                | raram (wi) | Acc. | 4A4W   | 3A3W |  |\n| MobileNetV1 [22]      | 4.2M       | 70.6 | 69.2   | 66.6 |  |\n| MobileNetV2 [23]      | 3.4M       | 72.0 | 71.1   | 68.2 |  |\n| MobileNetV3-L [24]    | 5.4M       | 75.3 | 73.7   | 72.0 |  |\n| MobileNeXt-x1.4 [25]  | 6.1M       | 76.2 | 75.1   | 72.8 |  |\n| EffictionNet-B0 [26]  | 5.3 M      | 77.1 | 76.4   | 74.1 |  |\n| ShuffleNetV2-1.0 [27] | 2.3M       | 69.5 | 67.9   | 65.8 |  |\n| Resnet18 [28]         | 11.7M      | 69.8 | 68.6   | 66.4 |  |\n| SE-ResNet-50 [29]     | 25.6M      | 76.7 | 76.0   | 73.7 |  |\n| VGG-16 [30]           | 138M       | 72.9 | 72.5   | 71.2 |  |  \n'}"
98,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > A. Experiment result
Type: table
Content:
Bảng này so sánh hiệu suất của các mô hình nhận dạng đối tượng, bao gồm MobileNet SSD V2, YOLOX-Nano, YOLOX-Tiny, YOLOv8 (n, s, m) và YOLOv9 (t, s). Các tiêu chí đánh giá chính là số lượng tham số (Param), chỉ số mAP, và kết quả trên hai phương pháp (có thể là các biến thể hoặc điều kiện thử nghiệm khác nhau). Các từ khóa chính bao gồm tên mô hình (MobileNet SSD V2, YOLOX, YOLOv8, YOLOv9), số lượng tham số (M), và chỉ số mAP.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'A. Experiment result', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'table', 'full_context': '| Model                 | Param (M)   | mAP  | Method |      |  |\n|-----------------------|-------------|------|--------|------|--|\n| Wodel                 | i aram (wi) | шлі  | 4A4W   | 3A3W |  |\n| MobileNet SSD V2 [31] | 3.4M        | 25.7 | 22.6   | 19.7 |  |\n| YOLOX-Nano [32]       | 0.9M        | 26.1 | 19.8   | 14.3 |  |\n| YOLOX-Tiny [32]       | 5.1M        | 32.8 | 29.3   | 24.8 |  |\n| YOLOv8-n [19]         | 3.2M        | 37.3 | 34.2   | 30.1 |  |\n| YOLOv8-s [19]         | 11.2M       | 44.9 | 42.5   | 39.6 |  |\n| YOLOv8-m [19]         | 25.9M       | 50.2 | 47.9   | 45.8 |  |\n| YOLOv9-t [33]         | 2.0M        | 38.3 | 34.1   | 29.7 |  |\n| YOLOv9-s [33]         | 7.1M        | 46.8 | 44.5   | 41.9 |  |  \n'}"
99,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > A. Experiment result
Type: table
Content:
Bảng này so sánh hiệu suất của các phương pháp ""ScaleGrad"", ""EAD"", ""AFW"", ""AdaRound"" với các model ""YOLOv8n"", ""Yolov9t"", ""MBNetV2"" dưới các cấu hình ""Bit"", ""Me"", ""method"". Các giá trị trong bảng có thể đại diện cho các chỉ số hiệu suất như độ chính xác hoặc F1-score, với ""✓"" biểu thị việc áp dụng phương pháp hoặc tính năng.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'A. Experiment result', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'table', 'full_context': '|           | Me           | thod         |          | Bit |         | Model   |         |\n|-----------|--------------|--------------|----------|-----|---------|---------|---------|\n| ScaleGrad | EAD          | AFW          | AdaRound | a/w | YOLOv8n | Yolov9t | MBNetV2 |\n| -         | -            | -            | -        |     | 32.1    | 31.8    | 69.5    |\n| ✓         | -            | -            | -        |     | 33.7    | 33.6    | 70.4    |\n| ✓         | ✓            | -            | -        | 4   | 34.0    | 33.2    | 70.8    |\n| ✓         | ✓            | -            | ✓        |     | 33.8    | 33.7    | 70.5    |\n| ✓         | $\\checkmark$ | $\\checkmark$ | -        |     | 34.2    | 34.1    | 71.1    |\n| -         | -            | -            | -        |     | 27.9    | 26.8    | 65.3    |\n| ✓         | -            | -            | -        |     | 28.7    | 29.3    | 67.3    |\n| ✓         | ✓            | -            | -        | 3   | 29.6    | 29.3    | 67.6    |\n| ✓         | ✓            | -            | ✓        |     | 29.6    | 29.2    | 67.4    |\n| ✓         | ✓            | ✓            | -        |     | 30.1    | 29.7    | 68.2    |  \n'}"
100,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > B. Ablation Study
Type: text
Content:
We conduct ablation studies on lightweight models to assess the impact of each proposed algorithm on quantization performance. As shown in Table V, all methods improve upon baseline LSQ (first row). ScaleGrad consistently boosts performance by over 1% by smoothing gradients. Adding EAD yields further gains, for instance, EfficientNet-B0 witnesses a 0.8% accuracy increase","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'B. Ablation Study', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
101,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > B. Ablation Study
Type: text
Content:
Adding EAD yields further gains, for instance, EfficientNet-B0 witnesses a 0.8% accuracy increase. AFW provides the highest improvements, with YOLOv9-t gaining 2.3% at 4-bit and 2.9% at 3-bit quantization. Notably, AFW outperforms AdaRound, which in some cases slightly degrades performance (e.g., YOLOv8-n drops 0.2% mAP). These results confirm that combining AFW with ScaleGrad and EAD yields the best low-bit quantization results.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'B. Ablation Study', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
102,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > B. Ablation Study
Type: text
Content:
These results confirm that combining AFW with ScaleGrad and EAD yields the best low-bit quantization results.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'B. Ablation Study', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
103,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > VI. CONCLUSION
Type: text
Content:
In this paper, we conduct a comprehensive analysis of oscillation phenomena in low-bit Quantization-Aware Training, combining both theoretical insights and empirical observations. We find that the key causes of instability and suboptimal convergence of QAT due to the abrupt fluctuations in the gradient of scaling factors and the de","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'VI. CONCLUSION', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
104,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > VI. CONCLUSION
Type: text
Content:
We find that the key causes of instability and suboptimal convergence of QAT due to the abrupt fluctuations in the gradient of scaling factors and the dependency of latent weight gradients on quantization transitions rather than their values.  
To address these issues, we propose three techniques: Gradient Scaling Aware Distance (ScaleGrad), EMA Aware Distance for Update Weight (EAM)","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'VI. CONCLUSION', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
105,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > VI. CONCLUSION
Type: text
Content:
To address these issues, we propose three techniques: Gradient Scaling Aware Distance (ScaleGrad), EMA Aware Distance for Update Weight (EAM), and Adaptive Finetuning Weight (AFW). Our methods stabilize training dynamics and improve performance for classification and object detection tasks with 4 bits and 3 bits of quantization. They do not introduce extra computational overhead during inference, making them practical for resource-constrained deployment","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'VI. CONCLUSION', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
106,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > VI. CONCLUSION
Type: text
Content:
They do not introduce extra computational overhead during inference, making them practical for resource-constrained deployment. The future work aims to develop the AFW method to support end-to-end integration during training and further enhance quantization performance.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'VI. CONCLUSION', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
107,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > ACKNOWLEDGMENT
Type: text
Content:
This research is funded by Viettel Group.","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 4': 'ACKNOWLEDGMENT', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
108,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [1] R. Banner, Y. Nahshan, and D. Soudry, ""Post training 4-bit quantization of convolutional networks for rapid-deployment,"" *Advances in Neural Information Processing Systems*, vol. 32, 2019.
- [2] M. Nagel, M. v. Baalen, T. Blankevoort, and M","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
109,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [2] M. Nagel, M. v. Baalen, T. Blankevoort, and M. Welling, ""Datafree quantization through weight equalization and bias correction,"" in *Proceedings of the IEEE/CVF international conference on computer vision*, pp. 1325–1334, 2019.
- [3] M. Nagel, M. Fournarakis, R. A. Amjad, Y. Bondarenko, M. Van Baalen, and T","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
110,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [3] M. Nagel, M. Fournarakis, R. A. Amjad, Y. Bondarenko, M. Van Baalen, and T. Blankevoort, ""A white paper on neural network quantization,"" *arXiv preprint arXiv:2106.08295*, 2021.
- [4] J. Choi, Z. Wang, S. Venkataramani, P.-J. Chuang, V. Srinivasan, and K","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
111,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [4] J. Choi, Z. Wang, S. Venkataramani, P.-J. Chuang, V. Srinivasan, and K. Gopalakrishnan, ""Pact: Parameterized clipping activation for quantized neural networks,"" *Preprint arXiv:1805.06085*, 2018.
- [5] B. Jacob, S. Kligys, B. Chen, M. Zhu, M. Tang, A. Howard, H. Adam, and D","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
112,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [5] B. Jacob, S. Kligys, B. Chen, M. Zhu, M. Tang, A. Howard, H. Adam, and D. Kalenichenko, ""Quantization and training of neural networks for efficient integer-arithmetic-only inference,"" in *Proceedings of the IEEE conference on computer vision and pattern recognition*, 2018.
- [6] Y. Bengio, N. Leonard, and A","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
113,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [6] Y. Bengio, N. Leonard, and A. Courville, ""Estimating or propagating ´ gradients through stochastic neurons for conditional computation,"" *arXiv preprint arXiv:1308.3432*, 2013.
- [7] K. Gupta and A","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
114,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [7] K. Gupta and A. Asthana, ""Reducing the side-effects of oscillations in training of quantized yolo networks,"" in *Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision*, 2024.
- [8] M. Nagel, M. Fournarakis, Y. Bondarenko, and T","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
115,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [8] M. Nagel, M. Fournarakis, Y. Bondarenko, and T. Blankevoort, ""Overcoming oscillations in quantization-aware training,"" in *International Conference on Machine Learning*, pp. 16318–16330, PMLR, 2022.
- [9] R. Gong, X. Liu, S. Jiang, T. Li, P. Hu, J. Lin, F. Yu, and J","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
116,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [9] R. Gong, X. Liu, S. Jiang, T. Li, P. Hu, J. Lin, F. Yu, and J. Yan, ""Differentiable soft quantization: Bridging full-precision and low-bit neural networks,"" in *Proceedings of the IEEE/CVF international conference on computer vision*, pp. 4852–4861, 2019.
- [10] J. Yang, X. Shen, J. Xing, X. Tian, H. Li, B. Deng, J. Huang, and X.-s","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
117,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [10] J. Yang, X. Shen, J. Xing, X. Tian, H. Li, B. Deng, J. Huang, and X.-s. Hua, ""Quantization networks,"" in *Proceedings of the IEEE/CVF conference on computer vision and pattern recognition*, 2019.
- [11] S. K. Esser, J. L. McKinstry, D. Bablani, R. Appuswamy, and D. S. Modha, ""Learned step size quantization,"" *arXiv preprint arXiv:1902.08153*, 2019.
- [12] M. Nagel, R. A. Amjad, M. Van Baalen, C. Louizos, and T","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
118,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [12] M. Nagel, R. A. Amjad, M. Van Baalen, C. Louizos, and T. Blankevoort, ""Up or down? adaptive rounding for post-training quantization,"" in *International conference on machine learning*, PMLR, 2020.
- [13] J. H. Lee, J. Kim, S. J. Kwon, and D","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
119,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [13] J. H. Lee, J. Kim, S. J. Kwon, and D. Lee, ""Flexround: Learnable rounding based on element-wise division for post-training quantization,"" in *International Conference on Machine Learning*, PMLR, 2023.
- [14] J. Lee, D. Kim, and B","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
120,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [14] J. Lee, D. Kim, and B. Ham, ""Network quantization with elementwise gradient scaling,"" in *Proceedings of the IEEE/CVF conference on computer vision and pattern recognition*, pp. 6448–6457, 2021.
- [15] J. Lee, D. Kim, and B","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
121,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [15] J. Lee, D. Kim, and B. Ham, ""Network quantization with elementwise gradient scaling,"" in *Proceedings of the IEEE/CVF conference on computer vision and pattern recognition*, pp. 6448–6457, 2021.
- [16] A. Defossez, Y. Adi, and G. Synnaeve, ""Differentiable model compres- ´ sion via pseudo quantization noise,"" *Preprint arXiv:2104.09987*, 2021.
- [17] S.-Y. Liu, Z. Liu, and K.-T","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
122,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [17] S.-Y. Liu, Z. Liu, and K.-T. Cheng, ""Oscillation-free quantization for low-bit vision transformers,"" in *International conference on machine learning*, pp. 21813–21824, PMLR, 2023.  
- [18] Y. Bhalgat, J. Lee, M. Nagel, T. Blankevoort, and N","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
123,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [18] Y. Bhalgat, J. Lee, M. Nagel, T. Blankevoort, and N. Kwak, ""Lsq+: Improving low-bit quantization through learnable offsets and better initialization,"" in *Proceedings of the IEEE/CVF conference on computer vision and pattern recognition workshops*, pp. 696–697, 2020.
- [19] M. Sohan, T. Sai Ram, and C. V","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
124,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [19] M. Sohan, T. Sai Ram, and C. V. Rami Reddy, ""A review on yolov8 and its advancements,"" in *International Conference on Data Intelligence and Cognitive Informatics*, pp. 529–545, Springer, 2024.
- [20] M. Nagel, M. v. Baalen, T. Blankevoort, and M","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
125,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [20] M. Nagel, M. v. Baalen, T. Blankevoort, and M. Welling, ""Datafree quantization through weight equalization and bias correction,"" in *Proceedings of the IEEE/CVF international conference on computer vision*, pp. 1325–1334, 2019.
- [21] M. Fournarakis and M","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
126,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [21] M. Fournarakis and M. Nagel, ""In-hindsight quantization range estimation for quantized training,"" in *Proceedings of the IEEE/CVF conference on computer vision and pattern recognition*, pp. 3063–3070, 2021.
- [22] A. G. Howard, M. Zhu, B. Chen, D. Kalenichenko, W. Wang, T. Weyand, M. Andreetto, and H","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
127,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [22] A. G. Howard, M. Zhu, B. Chen, D. Kalenichenko, W. Wang, T. Weyand, M. Andreetto, and H. Adam, ""Mobilenets: Efficient convolutional neural networks for mobile vision applications,"" *arXiv preprint arXiv:1704.04861*, 2017.
- [23] M. Sandler, A. Howard, M. Zhu, A. Zhmoginov, and L.-C","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
128,"Section: III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING > REFERENCES
Type: text
Content:
- [23] M. Sandler, A. Howard, M. Zhu, A. Zhmoginov, and L.-C. Chen, ""Mobilenetv2: Inverted residuals and linear bottlenecks,"" in *Proceedings of the IEEE conference on computer vision and pattern recognition*, pp. 4510–4520, 2018.
- [24] A. Howard, M. Sandler, G. Chu, L.-C. Chen, B. Chen, M. Tan, W. Wang, Y. Zhu, R. Pang, V. Vasudevan, *et al","{'Header 1': 'III. ANALYSIS OF OSCILLATION IN QUANTIZATION-AWARE TRAINING', 'Header 2': 'REFERENCES', 'document_file': '/data/AIRACE/arxiv_rag/output/paper/paper.md', 'type': 'text'}"
